jmpJobID,omlPartGroupID,jmpPartLongDescriptionText,jmpPartShortDescription,completeddate,sellvalue,kw,ls,econ,age,cost,labourhours,GP,GM
18419-01-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling.

Included Options:
- Sensible Media only
- Economy Cycle
- Modulating Return Air Bypass
- EC Plug Fans
- BLDC Inverter Compressor
- Factory Programmed PLC c/w sensors and HLI

SA : 1825 L/s
OA : 1100 L/s
RA : 1825 L/s
",45 kW Rooftop Packaged Unit With Economy Cycle    ,2021-05-26,49000.0,45.0,1825.0,1,94,32536.4948746,246.5,16463.5051254,0.34
18270-01-04,PCU,"Low Dewpoint Precise Control Unit 1500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1500 L/s        ,2021-05-14,56544.0,30.0,1500.0,0,106,36042.0610478,256.75,20501.9389522,0.36
18419-02-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling.

Included Options:
- Sensible Media only
- Economy Cycle
- Modulating Return Air Bypass
- EC Plug Fans
- BLDC Inverter Compressor
- Factory Programmed PLC c/w sensors and HLI

SA : 1825 L/s
OA : 1100 L/s
RA : 1825 L/s
",45 kW Rooftop Packaged Unit With Economy Cycle    ,2021-05-26,51000.0,45.0,1825.0,1,94,34945.3806268,221.0,16054.619373200003,0.31
18533-03-01,ERVCO,"2000 l/s Energy Recovery Ventilator Unit
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s",2000 l/s Energy Recovery Ventilator Unit          ,2021-04-28,14950.0,40.0,2000.0,0,122,15322.163994,118.5,-372.16399400000046,-0.02
18430-01-01,PP,"PAC.B.T45a

2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2300 l/s; OA : 2300 l/s; RA : 2450 l/s

Galvanised Channel base frame
Double Skin PIR Sandshich Panel Cabinet - internally finished with Vinyl anto-corrosive paint
Corrosion Resistant materials and fixings to suit corrosive environment
Air Volume Controlled EC Plug fans c/w composite impellers
Dual BLDC Inverter compressors - reverse cycle, c/w Electronic TX Valves
Proprietary Controls c/w Modbus RS485 Interface for HLI to BMS
Proprietary Counterflow Sensible Only Heat Exchanger - 80% Sensible only Efficiency


Price Includes Half Day onsite Commissioning Assistance - max induction time included - 1 hour",2300 l/s PoolPac Unit                             ,2021-05-18,50000.0,49.0,2450.0,0,102,34824.628709,208.0,15175.371291000003,0.3
17768-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling
Included Option(s): EC PLug fans, DX heating and cooling, CPG controllers
SA : 1000 l/s
OA : 1000 l/s
RA : 1000 l/s
",1000 l/s PoolPac Unit                             ,2021-05-19,24428.0,20.0,1000.0,0,101,16428.6044526,153.25,7999.3955473999995,0.33
18365-01-01,PP,"6500 l/s PoolPac Unit with Dual Stage Heating and Cooling

",6500 l/s PoolPac Unit                             ,2021-05-27,84000.0,130.0,6500.0,0,93,54316.12575549999,302.25,29683.87424450001,0.35
18514-01-01,DEHUM,"OA: 500 l/s
SA: 500 l/s 

Included Options
- Custom DX coils 
- BLDC Inverter compressors with capacity to suit
- Factory programmed PLC coming with all sensors HLI and HMI
- G4 panel and F7 bag filters
- Condair Humidifier sized at the specified duty
- SS lined cabinet and drain tray for humidifier section
- Heat exchangers to provide reheat of air up to 22oC and simultaneously precool air outside air
",ACDHUM1-D                                         ,2021-05-31,67300.0,10.0,500.0,0,89,36506.006389400005,232.25,30793.993610599995,0.46
18365-01-02,PP,"6500 l/s PoolPac Unit with Dual Stage Heating and Cooling

",6500 l/s PoolPac Unit                             ,2021-05-27,84000.0,130.0,6500.0,0,93,52996.8907784,276.25,31003.109221600003,0.37
18125-02-01,RTP,"PAC-1.2: 1 off ACS23RCRTP
23 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Unit Includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Standard access required
-	Return Air Bypass Dampers - Can be utilised for pull-down cycle. Includes dampers and actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
-	Manufacturers Commissioning Assistance
-	Freight to site 
",23 kW Rooftop Packaged Unit                       ,2021-06-11,29300.0,23.0,1150.0,0,78,19694.952585,177.5,9605.047415000001,0.33
18545-01-02,RTP,"11 kW Rooftop Packaged Unit Special Construct
1-RTU-03-1
1-RTU-03-2
Unit includes:
1.	BLDC inverter compressor
2.	EC Plug Fan
3.	Electronic expansion valve
4.	Head pressure control
5.	Integrated advanced control
6.	Touch screen controller
7.	BMS HLI
8. Electric heater for defrost mode ",11 kW Rooftop Packaged Unit                       ,2021-05-20,21500.0,11.0,550.0,0,100,19932.1488345,166.5,1567.8511655000002,0.07
18125-01-01,RTP,"PAC-1.1: 1 off ACL65RCRTP
65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Unit Includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	Single sided access
-	Inverted airflows and draw-through coil arrangement - vertical SA discharge
-	EC Plug Fans c/w proprietary air volume controllers
-	Return Air Bypass Dampers - Can be utilised for pull-down cycle. Includes dampers and actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
-	Manufacturers Commissioning Assistance
-	Freight to site 
",65 kW Rooftop Packaged Unit                       ,2021-06-10,54100.0,65.0,3250.0,0,79,35883.1467108,252.75,18216.8532892,0.34
18125-03-01,RTP,"PAC-G.1: 1 off ACL70RCRTP-RHC
70 kW Rooftop Packaged Unit with Variable Speed Heating and Cooling
Unit Includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Dual BLDC Inverter Compressors
-	Modulating reheat coil for humidity control
-	Inverted airflows and draw-through coil arrangement - vertical SA discharge
-	Return Air Bypass Dampers - Utilised for CO2 control. Includes CO2 sensor, dampers and actuators (non-spring return type)
-	Proprietary Climasync Controls package w/BACnet HLI (LLI to unit for start/stop and comp enable by BMS).
-	Manufacturers Commissioning Assistance
-	Freight to site 
",70 kW Rooftop Packaged Unit                       ,2021-06-17,73500.0,70.0,3500.0,0,72,49206.953462,296.5,24293.046538000002,0.33
18545-01-01,RTP,"11 kW Rooftop Packaged Unit Special Construct
1-RTU-03-1
1-RTU-03-2
Unit includes:
1.	BLDC inverter compressor
2.	EC Plug Fan
3.	Electronic expansion valve
4.	Head pressure control
5.	Integrated advanced control
6.	Touch screen controller
7.	BMS HLI
8. Electric heater for defrost mode ",11 kW Rooftop Packaged Unit                       ,2021-05-20,21500.0,11.0,550.0,0,100,19815.3031385,167.5,1684.6968615000005,0.08
18069-09-13,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-05-06,57929.0,145.0,11200.0,1,114,47748.5264723,155.0,10180.4735277,0.18
18568-01-01,PP,"PAC-RL-01.01
1700 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1800 l/s @ 250 Pa ESP
OA : 1800 l/s
RA : 1800 l/s @ 200Pa ESP
Cond MA: 1020 l/s
",1700 l/s PoolPac Unit                             ,2021-07-06,30780.0,36.0,1800.0,0,53,20797.364732300004,130.5,9982.635267699996,0.32
18069-09-12,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-05-04,57929.0,145.0,11200.0,1,116,48757.1845223,158.5,9171.815477700002,0.16
18270-02-01,PCU,"Low Dewpoint Precise Control Unit 500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1000 L/s        ,2021-06-09,41012.0,10.0,500.0,0,80,24904.560899,176.25,16107.439101,0.39
18270-01-05,PCU,"Low Dewpoint Precise Control Unit 1500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1500 L/s        ,2021-06-09,56544.0,30.0,1500.0,0,80,29226.062999200003,172.25,27317.937000799997,0.48
18491-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling

",1000 l/s PoolPac Unit                             ,2021-06-21,24552.0,20.0,1000.0,0,68,18370.330868099998,138.25,6181.669131900002,0.25
18478-01-01,PP,"2000 l/s PoolPac Unit with Dual Stage Heating and Cooling
Inclusion:
DX Reheat Coil
-Low level Interface
",2000 l/s PoolPac Unit                             ,2021-07-05,50000.0,40.0,2000.0,0,54,35065.8602525,211.75,14934.139747499998,0.3
18069-05-01,RTP,"65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
AC-B1-19
Inclusions:
BLDC inverter compressor 
",65 kW Rooftop Packaged Unit                       ,2021-06-04,50700.0,65.0,3250.0,0,85,27231.068086900003,173.5,23468.931913099997,0.46
18270-01-02,PCU,"Low Dewpoint Precise Control Unit 1500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1500 L/s        ,2021-06-23,56544.0,30.0,1500.0,0,66,34941.8682039,257.5,21602.131796100002,0.38
18069-07-01,RTP,"96 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
AC-B5-01
Inclusions:
BLDC inverter compressor
",96 kW Rooftop Packaged Unit                       ,2021-06-04,72700.0,96.0,4800.0,0,85,39213.025521100004,234.25,33486.974478899996,0.46
18270-01-01,PCU,"Low Dewpoint Precise Control Unit 1500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1500 L/s        ,2021-06-23,56544.0,30.0,1500.0,0,66,36864.7437039,293.5,19679.2562961,0.35
18069-03-01,RTP,"27 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
AC-B1-07
Inclusions; 
-Return air by pass
- BLDC inverter compressor
",27 kW Rooftop Packaged Unit                       ,2021-07-03,32900.0,27.0,1350.0,0,56,32933.6930511,211.0,-33.693051100002776,-0.0
18069-02-01,RTP,"65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
AC-B1-06
Inclusions;
- BLDC inverter compressor
",65 kW Rooftop Packaged Unit                       ,2021-07-03,50700.0,65.0,3250.0,0,56,46470.418334,213.25,4229.581665999998,0.08
18069-06-01,RTP,"65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
AC-B3-01
Inclusions:
BLDC inverter compressor 
",65 kW Rooftop Packaged Unit                       ,2021-07-06,50700.0,65.0,3250.0,0,53,30520.107066099998,167.0,20179.892933900002,0.4
18069-04-02,RTP,"11 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
AC-B1-09
AC-B1-10
Inclusions;
- BLDC inverter compressor
-Economy Cycle
",11 kW Rooftop Packaged Unit With Economy Cycle    ,2021-07-05,23200.0,11.0,550.0,1,54,22581.448043200002,166.5,618.5519567999982,0.03
18069-04-01,RTP,"11 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
AC-B1-09
AC-B1-10
Inclusions;
- BLDC inverter compressor
-Economy Cycle
",11 kW Rooftop Packaged Unit With Economy Cycle    ,2021-07-05,23200.0,11.0,550.0,1,54,21422.3749682,148.5,1777.6250317999984,0.08
14862-14-01,RTP,L6-02,65 kW Rooftop Packaged Unit                       ,2017-08-02,43757.95736,65.0,3250.0,0,1487,34371.053953799994,47.91,9386.903406200006,0.21
14862-15-01,RTP,L6-03,65 kW Rooftop Packaged Unit                       ,2017-08-02,43757.95736,65.0,3250.0,0,1487,34258.5769636,53.43,9499.380396400004,0.22
14862-13-01,RTP,L6-01,65 kW Rooftop Packaged Unit                       ,2017-08-02,43297.80863,65.0,3250.0,0,1487,36446.1239538,79.66,6851.684676199999,0.16
14862-16-01,RTP,L6-04,70 kW Rooftop Packaged Unit                       ,2017-08-02,45494.30838,70.0,3500.0,0,1487,34378.7928412,59.5,11115.515538800006,0.24
15217-02-01,RTP,"AC1.2 - Fresh Air Unit
Heat Recovery Packaged Unit with features/options as follows
- Double Skin PIR Panel Weatherproof Cabinets
- Custom Built Cabinets with Vertical SA discharge as shown on drawings
- Counterflow Enthalpy Heat Exchanger (75% Total/75% Sensible Only Efficiency)
- Variable Speed Compressor
- Variable Capacity Reheat Coils
- EC Plug Supply and Relief air fans - c/w proprietary air volume controllers

",45 kW Rooftop Packaged Unit                       ,2017-06-21,46100.0,45.0,2250.0,0,1529,36106.7736935,190.25,9993.2263065,0.22
15217-03-01,RTP,"AC1.9 -Cats and Dogs
Heat Recovery Packaged Unit with features/options as follows
- Double Skin PIR Panel Weatherproof Cabinets
- Custom Built Cabinets with Vertical SA discharge as shown on drawings
- Counterflow Enthalpy Heat Exchanger (75% Total/75% Sensible Only Efficiency)
- Variable Speed Compressor
- Variable Capacity Reheat Coils
- EC Plug Supply and Relief air fans - c/w proprietary air volume controllers
- Bypass dampers 

",16 kW Rooftop Packaged Unit                       ,2017-06-26,30500.0,16.0,800.0,0,1524,22951.632493900004,171.5,7548.367506099996,0.25
15217-01-01,RTP,"AC1.1 - Operating Theatre
Heat Recovery Packaged Unit with features/options as follows
- Double Skin PIR Panel Weatherproof Cabinets
- Custom Built Cabinets with Vertical SA discharge as shown on drawings
- Counterflow Enthalpy Heat Exchanger (75% Total/75% Sensible Only Efficiency)
- Variable Speed Compressor
- Variable Capacity Reheat Coils
- EC Plug Supply and Relief air fans - c/w proprietary air volume controllers, or option to control on 0-10V signal from BMS
- Bypass dampers (Seperate RA and RA-HX connections)

",45 kW Rooftop Packaged Unit                       ,2017-06-19,46100.0,45.0,2250.0,0,1531,32886.970680900005,202.0,13213.029319099995,0.29
15619-01-01,RTP,Special Contruct Rooftop Packaged Unit,11 kW Rooftop Packaged Unit                       ,2017-11-22,40000.0,11.0,550.0,0,1375,25742.8327549,189.0,14257.167245100001,0.36
15619-01-02,RTP,Special Contruct Rooftop Packaged Unit,11 kW Rooftop Packaged Unit                       ,2017-11-22,40000.0,11.0,550.0,0,1375,24381.940684900004,155.0,15618.059315099996,0.39
16457-01-02,RTP,"RTU-1,4 and 5: - 3 off ACS20 Units
Energy Recovery Rooftop Packaged Units with Single Stage Heating and Cooling
Units include:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans 
-	Economy Cycle Dampers c/w Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
-	Full day Manufacturers Commissioning Assistance
-	Freight to site
",20kW Rooftop Packaged Unit                        ,2019-01-25,24500.0,20.0,1000.0,0,946,17419.3009244,35.75,7080.699075600001,0.29
16457-02-01,RTP,"RTU-2 and 3: - 2 off ACS16 Units
As per above description",16 kW Rooftop Packaged Unit                       ,2019-01-31,24500.0,16.0,800.0,0,940,17272.1578035,33.25,7227.842196500002,0.3
16457-01-03,RTP,"RTU-1,4 and 5: - 3 off ACS20 Units
Energy Recovery Rooftop Packaged Units with Single Stage Heating and Cooling
Units include:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans 
-	Economy Cycle Dampers c/w Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
-	Full day Manufacturers Commissioning Assistance
-	Freight to site
",20kW Rooftop Packaged Unit                        ,2019-01-25,24500.0,20.0,1000.0,0,946,17403.421084399997,35.5,7096.578915600003,0.29
